hdp_shardid,skclientkey,medid,medfulname
5,13711,16977,DEXMEDETOMIDINE 200MCG/NS 50ML (PRECEDEX 200 MCG/NS 50 ML) 200 mcg (50 mL) BOTTLE
5,13711,16976,levETIRAcetam (Keppra) 1500 mg (100 mL) Soln-IV
5,13711,16967,dolutegravir (Tivicay) 50 mg (1 tabs) Tab
5,13711,16966,methylnaltrexone (Relistor) 6 mg (0.3 mL) Injectable
5,13711,16954,adenosine (Adenoscan) 60 mg (20 mL) Injectable
5,13711,16944,lansoprazole 3 mg (1 mL) Susp-Oral
5,13711,14719,acetaZOLAMIDE LIQUID (DIAMOX) 50 mg (1 mL) ORAL SYRINGE
5,13711,14706,DARBEPOETIN ALFA (ARANESP) 300 mcg/0.6 mL (0.6 mL) SYRINGE
5,13711,14671,C-DEXTROSE 10% WATER (1000 mL) BAG
5,13711,1464,mepivacaine PF 1.5% (Carbocaine) (30 mL) Injectable
5,13711,1463,mepivacaine PF 1% vial 30 mL (Carbocaine) (30 mL) Injectable
5,13711,14562,WC LIDOCAINE 4% (HALF) (WC LMX) TUBE
5,13711,14551,propafenone ER (Rhythmol SR) 325 mg Cap-12 hr release
5,13711,1455,lidocaine PF 1% (Xylocaine-MPF) 20 mg (2 mL) Injectable
5,13711,14447,heparin 20 units (20 mL) Syringe-inj
5,13711,14446,DONEPEZIL HCL (ARICEPT) 10 mg TAB
5,13711,1438,simethicone (Mylicon) 80 mg Tab-Chew
5,13711,14368,esmolol/NaCl 0.9% (Brevibloc) 2500 mg (250 mL) Soln-IV
5,13711,14308,gadoteridol (Prohance) 4189.5 mg (15 mL) Injectable
5,13711,14289,barium sulfate 100% (Liquid Polibar) (1900 mL) Susp
5,13711,1428,CAPSAICIN CREAM (CAPSICUM 0.025%) TUBE
5,13711,14229,EPOETIN ALFA (EPOGEN) 20000 unit (1 mL) VIAL
5,13711,14174,sodium bicarbonate (Sodium Bicarbonate) 650 mg Tab
5,13711,14114,metoprolol tartrate (Lopressor) 25 mg Tab
5,13711,141,indinavir (CRIXIVAN) 400 mg CAP
5,13711,14052,isoflurane 100% (Forane) (250 mL) Soln-Inhalation
5,13711,14009,posaconazole (Noxafil) 200 mg (5 mL) Susp-Oral
5,13711,14004,"Aquacel AG Fiber 6""x6"" (1 patches) Dressing"
5,13711,13957,CEFEPIME/DEXTROSE (MAXIPIME/D5W) 40 mg (1 mL) SYRINGE
5,13711,13928,ropivacaine 0.5% (Naropin) 150 mg (30 mL) Injectable
5,13711,13913,NUTRITIONAL SUPPLEMENT LIQUID (NUTREN 1.5) (1000 mL) BOTTLE
5,13711,13817,porfimer (Photofrin) 75 mg Powder-Inj
5,13711,13767,BACLOFEN INTRATECHAL (LIORESAL) 40 mg (20 mL) KIT
5,13711,13743,saccharomyces boulardii lyo (Florastor) 250 mg Cap
5,13711,13697,CLINDAMYCIN/D5W IV (CLEOCIN/D5W) 12 mg (1 mL) SYRINGE
5,13711,13222,SPIRONOLACTONE ORAL LIQUID (ALDACTONE) 4 mg (1 mL) ORAL SYRINGE
5,13711,13202,metoclopramide (Reglan) 1 mg (1 mL) Syringe-Oral
5,13711,13197,fentaNYL (DURAGESIC) 100 mcg PATCH
5,13711,13185,heparin PRESERVATIVE FREE 2000 unit (2 mL) VIAL
5,13711,13172,EPIDURAL-fentaNYL/bupivacaine/NaCl PF 5MCG/ML (250 mL) BAG
5,13711,1291,cefTAZidime (FORTAZ) 2 g VIAL
5,13711,1290,cefTAZidime (FORTAZ) 1 g VIAL
5,13711,127,DEMECLOCYCLINE HCL (DECLOMYCIN) 300 mg TAB
5,13711,1266,zidovudine (Retrovir) 100 mg Cap
5,13711,1223,nystatin-triamcinolone 100000 units/g-0.1% (Nystatin-Triamcinolone) (15 g) Cream
5,13711,1218,"erythromycin 0.5% ophth 1 g tube (Erythromycin, Ophthalmic) (0.5 in) Oint-Ophth"
5,13711,1147,hydrocortisone (Colocort) 100 mg (60 mL) Enema
5,13711,11448,vancomycin/NS (Vancocin) 2 g (500 mL) Soln-IV
5,13711,1139334,Premix Sodium Chloride 0.9% (1 mL) Soln-IV
5,13711,1139254,Premix Dextrose 5% in Water (1 mL) Soln-IV
5,13711,16279,DEXTROSE 20% WATER (500 mL) BAG
5,13711,16274,ondansetron (Zofran ODT) 8 mg (1 tabs) Tab-Disintegrating
5,13711,16253,EXENATIDE (BYETTA) 5 mcg/0.02 mL (1.2 mL) SYRINGE
5,13711,16080,risperiDONE (RisperDAL) 0.5 mg Tab
5,13711,1498,ribavirin (Virazole) 6 g Soln-Inhalation
5,13711,14968,MEROPENEM/NACL 0.9% (MERREM/NS) 1 g (100 mL) BAG
5,13711,14895,nystatin (Mycostatin) 500000 units (5 mL) Susp-Oral
5,13711,14884,FIBERSOURCE HN/FIBER (250 mL) CAN
5,13711,14881a,theophylline (theophylline anhydrous) 200 mg Tab-ER
5,13711,1486,multivitamin (Infuvite Adult) (10 mL) Injectable
5,13711,1482,BUPIVACAINE HCL MPF 0.75% (SENSORCAINE) 225 mg (30 mL) VIAL
5,13711,14803,DIVALPROEX SODIUM (Depakote ER) 250 mg ER TAB
5,13711,14796,HYDROcodone-acetaminophen 7.5 MG-325 MG ORAL SOLUTION (LORTAB) (15 mL) BOTTLE
5,13711,14728,SUFentanil citrate 100 mcg (2 mL) AMPULE
5,13711,5854,RHo (D) immune globulin (WinRho SDF) 2500 units (2.2 mL) Injectable
5,13711,574,levothyroxine (Synthroid) 100 mcg Tab
5,13711,5380,sterile water (5 mL) Injectable
5,13711,5343611,calcium chloride 1000 mg/NS 100 mL IVPB (ANES) (Calcium Chloride) 1000 mg (100 mL) Bag
5,13711,521,verapamil (Calan SR) 120 mg Tab-ER
5,13711,5087,bacitracin-polymyxin B topical 500 units-10000 units/g (Polysporin) (28.4 g) Ointment
5,13711,482,metoclopramide (Reglan) 10 mg (2 mL) Injectable
5,13711,472,TICARCILLIN/K CLAVULANATE (TIMENTIN) 3.1 g VIAL
5,13711,454,granisetron (Kytril) 1 mg (1 mL) Injectable
5,13711,447,mupirocin nasal 2% (Bactroban Nasal) (1 g) Ointment
5,13711,445,mupirocin topical 2% (Bactroban) (15 g) Cream
5,13711,44,FLUDROCORTISONE (FLORINEF) 0.1 mg TAB
5,13711,438,terbutaline (Brethine) 2.5 mg (1 tabs) Tab
5,13711,4369,morphine (Morphine) 8 mg (1 mL) Injectable
5,13711,4365,WC balsam Peru/castor oil/trypsin topical 87 mg-788 mg-90 units/g (WC Xenaderm) (5 g) Ointment
5,13711,4357,WC mupirocin topical (WC Bactroban) (5 g) Ointment
5,13711,4353,WC CLOCORTOLONE PIVALATE CREAM (WC CLODERM) 5 g PACKAGE
5,13711,3508,CYANOCOBALAMIN (VITAMIN B-12) 500 mcg TAB
5,13711,3461,morphine concentrate ORAL SOLUTION (Roxanol) 20 mg/1 mL (30 mL) BOTTLE
5,13711,343,megestrol (Megace) 40 mg (1 tabs) Tab
5,13711,3392,ESTROGENESTER/ME-TESTOSTERONE 0.625 MG-1.25 MG (ESTRATEST HS) TAB
5,13711,332,rifabutin (Mycobutin) 150 mg Cap
5,13711,3226,carboxymethylcellulose 1% (Celluvisc) (0.4 mL) Gel-Ophth
5,13711,3188,glycopyrrolate 0.2 mg/mL (Robinul) (5 mL) Injectable
5,13711,3184,magnesium citrate 8.85% (Citrate of Magnesia) (300 mL) Solution
5,13711,3171,ACETYLCYSTEINE 10% (MUCOMYST) 400 mg (4 mL) VIAL
5,13711,3132,DICLOXACILLIN SODIUM 250 mg CAP
5,13711,13850,perflutren lipid microsphere (Definity) 1.65 mg (1.5 mL) Injectable
5,13711,13839,heparin flush (heparin flush) 100 units (1 mL) Injectable
5,13711,13696,AMIKACIN IV (AMIKIN) 5 mg (1 mL) SYRINGE
5,13711,13655,iohexol (Omnipaque 350) 17500 mg (50 mL) Injectable
5,13711,13651,IV MEDS IN NACL SERVICE
5,13711,1364,hydrALAZINE (APRESOLINE) 25 mg TAB
5,13711,862,lidocaine-EPINEPHrine 2%-1:100000 (Xylocaine-EPINEPHrine) (20 mL) Injectable
5,13711,8533,chlorproMAZINE (THORAZINE) 100 mg TAB
5,13711,8402,hydrogen peroxide topical 3% Wash-Topical
5,13711,829,CALCITRIOL (CALCIJEX) 1 mcg (1 mL) AMPULE
5,13711,8217,Dextrose 5% with Electrolytes (Normosol R) intravenous solution (1000 mL) Soln-IV
5,13711,8202,cefTRIAXone (Rocephin) 250 mg Injectable
5,13711,8131,DEXTROSE 5%-WATER GLASS (500 mL) BOTTLE
5,13711,8071,potassium acetate 100 mEq (50 mL) Injectable
5,13711,806,gabapentin (Neurontin) 300 mg Cap
5,13711,797,QUINAPRIL (Accupril) 10 mg TAB
5,13711,79,saquinavir (Invirase) 200 mg Cap
5,13711,7873,ESTROPIPATE (OGEN) 0.75 mg TAB
5,13711,774,amLODIPine (NORVASC) 10 mg TAB
5,13711,7514,heparin (porcine) 1000 unit (1 mL) VIAL
5,13711,7210,niacin ER (Niacin TD) 250 mg Cap-ER
5,13711,680,megestrol (Megace) 20 mg Tab
5,13711,677,mineral oil 100% (Mineral Oil) (30 mL) Solution
5,13711,673,bismuth subsalicylate SUSPENSION (KAOPECTATE) 524 mg (30 mL) BOTTLE
5,13711,670,HYDROmorphone (DILAUDID) 2 mg TAB
5,13711,669,haloperidol (Haldol) 10 mg (1 tabs) Tab
5,13711,660,DICLOFENAC SODIUM (VOLTAREN) 50 mg EC TAB
5,13711,650,DIPHENOXYLATE/ATROPINE LIQUID (LOMOTIL) 5 mg (10 mL) ORAL SYRINGE
5,13711,648,ACETAMINOPHEN ELIXIR (TYLENOL) 650 mg (20.3 mL) CUP
5,13711,638,methadone (DOLOPHINE) 5 mg TAB
5,13711,6354,enalapril (Vasotec IV) 2.5 mg (2 mL) Injectable
5,13711,598,FLUCONAZOLE/0.9% NACL (DIFLUCAN/NS) 200 mg (100 mL) BAG
5,13711,2968,heparin (porcine) in 5 % dex 25000 unit (500 mL) BAG
5,13711,2945,DEXTROSE 5%/LACTATED RINGERS (1000 mL) BAG
5,13711,294,medroxyPROGESTERone (Depo-Provera Contraceptive) 150 mg (1 mL) Susp-Inj
5,13711,2934,DEXTROSE 5%-WATER (50 mL) BAG
5,13711,2875,clopidogrel (Plavix) 75 mg Tab
5,13711,2871,nalbuphine (NUBAIN) 10 mg (1 mL) AMPULE
5,13711,2862,LEVALBUTEROL HCL SOLUTION (XOPENEX) 0.63 mg (3 mL) AMPULE
5,13711,2855,VASOPRESSIN (Pitressin) 20 unit (1 mL) VIAL
5,13711,2853,SCOPOLAMINE HYDROBROMIDE 0.4 mg (1 mL) VIAL
5,13711,2851,levothyroxine (Synthroid) 500 mcg Injectable
5,13711,2835,fluorouracil (Adrucil) 1000 mg (20 mL) Injectable
5,13711,2833,pentamidine (IV/IM) (Pentam) 300 mg (3 mL) Injectable
5,13711,2821,mannitol 25% (Osmitrol 25%) 12.5 g (50 mL) Injectable
5,13711,2807,NELFINAVIR MESYLATE (VIRACEPT) 250 mg TAB
5,13711,2786,morphine IV ROOM 250 mg (10 mL) VIAL
5,13711,277,BACITRACIN 50000 unit VIAL
5,13711,2764,opium/belladonna alkaloids (B&O SUPP 16-A) 60 mg RECTAL SUP
5,13711,2732,Rho (D) immune globulin (WinRho SDF) 1000 mcg (4.4 mL) Injectable
5,13711,273,methylPREDNISolone sod succinate (SOLU-Medrol PF) 40 mg (1 mL) Injectable
5,13711,2705,CLINDAMYCIN HCL (CLEOCIN) 150 mg CAP
5,13711,2693,oxyCODONE HCL (OxyCONTIN) 80 mg CR TAB
5,13711,2690,oxyCODONE HCL (OxyCONTIN) 10 mg CR TAB
5,13711,2686,sulfacetamide-prednisoLONE 10%-0.25% ophthalmic (Blephamide) (5 mL) Drops-Ophth
5,13711,2654,iron polysaccharide 150 mg Cap
5,13711,2648,pilocarpine (Salagen) 5 mg Tab
5,13711,2645,inFLIXimab (Remicade) 100 mg (10 mL) Injectable
5,13711,2634,primidone (Mysoline) 250 mg Tab
5,13711,2615,mexiletine (Mexitil) 250 mg Cap
5,13711,2584,azaTHIOprine sodium (IMURAN) 100 mg VIAL
5,13711,4247,valsartan (Diovan) 160 mg Tab
5,13711,4229,bevacizumab (Avastin) 100 mg (4 mL) Injectable
5,13711,4221,phenylephrine 0.125% (Little Noses) (15 mL) Drops-Nasal
5,13711,4210,CIPROFLOXACIN HCL/DEXAMETHASONE (CIPRODEX) BOTTLE
5,13711,419,ACARBOSE (PRECOSE) 50 mg TAB
5,13711,4188,REMIFENTANIL HCL (ULTIVA) 5 mg VIAL
5,13711,4184,AMINOCAPROIC ACID 25% SOLUTION (AMICAR) 1250 mg (5 mL) ORAL SYRINGE
5,13711,4153,fulvestrant (Faslodex) 250 mg (5 mL) Injectable
5,13711,4146,salmeterol 50 mcg (Serevent Diskus) Powder-Inhale
5,13711,4141,tobramycin (Tobi) 300 mg (5 mL) Soln-Inhalation
5,13711,4134,METOCLOPRAMIDE/NS (REGLAN/NS) 0.1 mg/1 mL (10 mL) SYRINGE
5,13711,4105,EZETIMIBE (Zetia) 10 mg TAB
5,13711,4092,Escitalopram (Lexapro) 10 mg TAB
5,13711,4071,meropenem (Merrem) 500 mg Injectable
5,13711,4062,metoprolol succinate (Toprol-XL) 25 mg SR TAB
5,13711,4061,BIMATOPROST 0.03% OPTH SOLN (LUMIGAN) BOTTLE
5,13711,3247,sterile water (Water for Injection Bacteriostatic) (30 mL) Injectable
5,13711,3237,pantoprazole (Protonix) 40 mg Tab-EC
5,13711,3203,PHENobarbital sodium 65 mg (1 mL) VIAL
5,13711,3187,glycopyrrolate 0.2 mg/mL (Robinul) (2 mL) Injectable
5,13711,3178,glycerin-witch hazel topical 50% (Tucks) Pad
5,13711,314,DELAVIRDINE MESYLATE (RESCRIPTOR) 100 mg TAB
5,13711,3127,AMMONIUM LACTATE 12% LOTION (LAC-HYDRIN) BOTTLE
5,13711,3111,calamine-pramoxine topical 8%-1% (Caladryl) Lotion
5,13711,3092,hydrocortisone 2.5% rectal (Anusol-HC 2.5% Cream Equivalent) Cream
5,13711,3091,pramoxine HCl/mineral oil (Tucks) (28.3 g) Ointment
5,13711,3065A,propranolol (Inderal) 1 mg (1 mL) Injectable
5,13711,3030,PROCALAMINE SOLUTION (1000 mL) BAG
5,13711,2980,theophylline 400 mg (500 mL) Soln-IV
5,13711,17235,atropine (Atropine) 0.25 mg (50 mL) Soln-IV
5,13711,17231,ARGATROBAN/NS 1 MG/ML (ARGATROBAN/NS 1 MG/ML) 1 mg/1 mL (1 mL) VIAL
5,13711,17229,leucovorin (Leucovorin) 10 mg (1 mL) Soln-IV
5,13711,17220a,tetracaine 0.5% ophthalmic solution 4 mL (4 mL) Soln-Ophth
5,13711,17216,*VINBLASTINE SULFATE (*VELBAN (VINBLASTINE)) 1 mg/1 mg (1 mL) VIAL
5,13711,17207,*IRINOTECAN HCL (*CAMPOSAR (GENERIC)) 20 mg/20 mg (1 mL) VIAL
5,13711,17206,*EPIRUBICIN HCL (*ELLENCE) 2 mg/2 mg (1 mL) VIAL
5,13711,17195,*IRON DEXTRAN COMPLEX (*INFED) 50 mg/50 mg (1 mL) VIAL
5,13711,17191,*IMMUNE GLOBULIN (*CARIMUNE NF) 500 mg/500 mg (1 VIAL) VIAL
5,13711,zz14296,diatrizoate meglumine 30% (Cystografin) (300 mL) Solution
5,13711,U016505,dexamethasone (Decadron) 20 mg (5 mL) Injectable
5,13711,SX147,Vancomycin/NS (Vancocin) 1000 mg (500 mL) Soln-Irrig
5,13711,17049a,balsam Peru-castor oil topical (Venelex) (60 g) Ointment
5,13711,17048,ROPIVACAINE 0.2%-NS PF (NAROPIN) 20 mg (10 mL) SYRINGE
5,13711,17044a,tropicamide ophthalmic 1% (Mydriacyl) (2 mL) Soln-Ophth
5,13711,17043,phenylephrine (Vazculep) 500 mcg (1 mL) Syringe-inj
5,13711,17032a,ceftazidime-avibactam (Avycaz) 1.25 g Injectable
5,13711,17028,dextrose-sodium citrate-citric acid (Anticoagulant Citrate Dextrose) (750 mL) Soln-IV
5,13711,17025a,ceftazidime-avibactam (Avycaz) 2.5 g Injectable
5,13711,17006,"*NUT.TX.IMPAIRED RENAL FXN,SOY (*NEPRO CARB STEADY) 1000 mL/1000 mL (1 bottle) LIQUID"
5,13711,17000a,sodium bicarbonate 8.4% 2.4 mEq (2.4 mL) Injectable
5,13711,16997,ADULT NEURO ELECTROLYTE ORDERS (ADULT NEURO ELECTROLYTE ORDERS) 1 unit/1 unit (1 unit) MISC
5,13711,16996,raNITIdine/NS (ZANTAC) 50 mg (50 mL) BAG
5,13711,16984,BLINATUMOMAB (PF) (BLINCYTO) 1 mcg (0.08 mL) VIAL
5,13711,16971,ADALIMUMAB PEN KIT (NO CHARGE) (HUMIRA PEN KIT (NO CHARGE)) 80 mg (1.6 mL) KIT
5,13711,16964,promethazine (Phenergan) 1 mg (1 mL) Syringe-inj
5,13711,16959,immune globulin 10% (Gammagard) 1 g (10 mL) Injectable
5,13711,16958,cyclophosphamide (CYTOXAN) 50 mg CAP
5,13711,16947*,heparin/NaCl 0.45% 25000 units (500 mL) Soln-IV
5,13711,2583,dilTIAZem (Cardizem) 50 mg (10 mL) Injectable
5,13711,17553,terbinafine (LamISIL) 250 mg Tab
5,13711,17530,nusinersen (Spinraza) 12 mg (5 mL) Injectable
5,13711,17525,dexamethasone PF (Decadron PF) 10 mg (1 mL) Injectable
5,13711,17518,tetracaine ophthalmic 0.5% (AK-T-Caine) (5 mL) Soln-Ophth
5,13711,17479,valACYclovir (Valtrex) 1 g Tab
5,13711,17469,zinc oxide 40% (Desitin) (57 g) Paste
5,13711,17437,griseofulvin 250 mg Tab
5,13711,17423,stavudine (Zerit) 40 mg Cap
5,13711,17422,personal insulin pump (HumaLOG) 100 units (1 mL) Injectable
5,13711,17414,NEOstigmine PF (Prostigmin) 2 mg (2 mL) Injectable
5,13711,17401,morphine PF 0.3 mg (0.3 mL) Injectable
5,13711,17400,"sterile water (Water for Injection, Sterile) (100 mL) Injectable"
5,13711,174,enalapril (Vasotec IV) 1.25 mg (1 mL) Injectable
5,13711,17390,wine (Wine) (1 bottles) Liquid
5,13711,17386,potassium chloride/NaCl 0.9% 20 mEq (100 mL) Injectable
5,13711,17347,dexmedetomidine/NaCl 0.9% (Precedex) 400 mcg (100 mL) Injectable
5,13711,17341,eslicarbazepine (Aptiom) 800 mg Tab
5,13711,17317,LORazepam PED (Ativan) 1 mg (1 mL) Syringe-Oral
5,13711,17316,mercaptopurine PED 50 mg (1 mL) Syringe-Oral
5,13711,17300,thalidomide PED (Thalomid) 20 mg (1 mL) Syringe-Oral
5,13711,17299,atenolol 2 mg/mL oral (Tenormin) 2 mg (1 mL) Syringe-Oral
5,13711,17294,trace elements (Multitrace-4 CO) (1 mL) Injectable
5,13711,17290,cloNIDine (epidural) (Duraclon) 1000 mcg (10 mL) Injectable
5,13711,17275,"human papillomavirus vaccine, 9-valent (Gardasil 9) (0.5 mL) Susp-Inj"
5,13711,17271,gentamicin/NaCl 0.9% NEO (Garamycin) 2 mg (1 mL) Syringe-inj
5,13711,17269,tranexamic acid/NS (Cyklokapron) 750 mg (100 mL) Injectable
5,13711,17264,ciprofloxacin (Cetraxal) (0.25 mL) Soln-Otic
5,13711,17245,raNITIdine (Zantac) 50 mg (50 mL) Soln-IV
5,13711,17848,fluorometholone ophthalmic 0.1% (FML 0.1%) (10 mL) Susp-Ophth
5,13711,17852,tacrolimus (Prograf) 5 mg (1 cap) Cap
5,13711,17849,fluorometholone ophthalmic 0.1% (FML 0.1%) (10 mL) Susp-Ophth
5,13711,17855,NS with addEASE adaptor (Sodium Chloride 0.9% with addEASE) (50 mL) Soln-IV
5,13711,17856,D5W Non-PVC with addEASE adaptor 250 mL (Dextrose 5% with addEASE) (250 mL) Soln-IV
5,13711,17850,NS with addEASE adaptor (Sodium Chloride 0.9% with addEASE) (250 mL) Soln-IV
5,13711,17820,bamlanivimab (bamlanivimab) 700 mg (20 mL) Injectable
5,13711,17843,SARS-CoV-2 (COVID-19) mRNA-1273 vaccine (COVID 19 moderna vac) (0.5 mL) Susp-Inj
5,13711,17844,omalizumab (Xolair) 75 mg (0.5 mL) Syringe-inj
5,13711,17839,SARS-CoV-2 (COVID-19) mRNA BNT-162b2 vax (COVID 19 Pfizer vac) (0.3 mL) Susp-Inj
5,13711,A2272,riTUXimab (Rituxan) 500 mg (50 mL) Injectable
5,13711,17441,PureFlow Bicarbonate Soln 2K (5000 mL) Solution
5,13711,2272x,riTUXimab (Rituxan) 500 mg (50 mL) Injectable
5,13711,2959,sodium chloride 0.9% (sodium chloride 0.9%) (500 mL) Soln-IV
5,13711,2960,sodium chloride 0.9% (sodium chloride 0.9%) (1000 mL) Soln-IV
5,13711,17841,gabapentin (Neurontin) 300 mg (6 mL) Soln-Oral
5,13711,17842,charcoal (charcoal activated) 50 g (240 mL) Susp-Oral
5,13711,17837,baricitinib (Olumiant) 2 mg (1 tabs) Tab
5,13711,17833,cyclopentolate ophthalmic (Cyclogyl) (15 mL) Soln-Ophth
5,13711,17823,potassium iodide (SSKI) 150 mg (0.15 mL) Soln-Oral
5,13711,17,silver sulfADIAZINE 1% 25 g cream (Silvadene) (25 g) Cream
5,13711,17570,carfilzomib (49089113) 10 mg (5 mL) Injectable
5,13711,17819,mitoMYcin 40 mg Injectable
5,13711,17786,potassium iodide 68 mg (1 mL) Soln-Oral
5,13711,NC-MEDTRONIC,PACEMAKER (PACEMAKER) Misc
5,13711,3168A,alum hydrox/mag hydrox/simeth 1200/1200/120mg (Maalox Plus) (Maalox Plus) (30 mL) Susp-Oral
5,13711,17767,tocilizumab (Actemra) 400 mg (20 mL) Injectable
5,13711,17773,remdesivir 100 mg Injectable
5,13711,NC2559,glucagon (Glucagen) 1 mg Injectable
5,13711,17492,venetoclax (Venclexta) 100 mg Tab
5,13711,IND288,IND NEO sildenafil/placebo (49053804) 10 mg (12.5 mL) Syringe-inj
5,13711,IND287,IND NEO sildenafil/placebo (49053804) 1120 mg (112 mL) Susp-Oral
5,13711,17874,etesevimab (etesevimab) 700 mg (20 mL) Injectable
5,13711,17877,povidone iodine 10 % (Betadine) (240 mL) Solution
5,13711,17876,fat emulsion 10% IV (Omegaven 10%) (50 mL) Injectable
5,13711,17875,esomeprazole (Nexium Suspension) 5 mg (5 mL) Susp-Oral
5,13711,17879,heparin (heparin PED/NEO) 500 units (10 mL) Syringe-inj
5,13711,17878,senna (Senna) 528 mg (15 mL) Syrup
5,13711,17770,tocilizumab (Actemra) 80 mg (4 mL) Injectable
5,13711,17472,adalimumab (Humira) 80 mg (0.8 mL) Injectable
5,13711,NC-KeysDialysis,Dialysis Keys (Dialysis Keys) Misc
5,13711,262,ALPRAZolam ODT - UC Only (Xanax) 0.5 mg Tab-Disintegrating
5,13711,NC-Chair Alarms,Chair Alarms (Chair Alarms) Misc
5,13711,xxxxx,morphine (Roxanol) 20 mg (1 mL) Solution
5,13711,A16947,heparin/NaCl 0.45% 25000 units (500 mL) Soln-IV
5,13711,17764,niMODipine (Nymalize) 30 mg (5 mL) Soln-Oral
5,13711,17868,"bupivacaine-EPINEPHrine (bupivacaine-EPI 0.5% 1:200,000) 0.5 % (10 mL) Injectable"
5,13711,17863,baricitinib (49099609) 1 mg Tab
5,13711,17872,niMODipine (Nymalize) 60 mg (10 mL) Soln-Oral
5,13711,17869,niMODipine (Nymalize) 30 mg (10 mL) Soln-Oral
5,13711,17864,ethanol topical 62% (Nozin PopSwab 62%) (1 appl) Swab
5,13711,IND270,IND PP-007 (pegylated carboxyhemoglobin bovine) (49053804) (500 mL) Soln-IV
5,13711,17708,guanFACINE (Intuniv) 1 mg (1 tabs) Tab
5,13711,17859,collagenase clostridium histolyticum (Xiaflex) 0.9 mg (1 VIALS) Injectable
5,13711,17857,dextrose-sodium citrate-citric acid (Anticoagulant Citrate Dextrose ACD) (500 mL) Solution
5,13711,17858,sodium phosphate (Sodium Phosphate) 3 mmol (1 mL) Soln-Oral
5,13711,17564,heparin flush (heparin lock 2 units/2 mL) 2 units (2 mL) Injectable
5,13711,IND013,cabozantinib (XL184) IND 60 mg (1 tabs) Tab
5,13711,681,naproxen (Naprosyn) 275 mg (1 tabs) Tab
5,13711,6646,ESTROGENSCONJUGATED (PREMARIN) 0.9 mg TAB
5,13711,658,DIGOXIN ORAL SOLUTION (Lanoxin) 0.25 mg (5 mL) BOTTLE
5,13711,6544,hepatitis B immune globulin (Bayhep B) (5 mL) Injectable
5,13711,635,DEXAMETHASONE (DECADRON) 4 mg TAB
5,13711,633,cyclophosphamide (CYTOXAN) 25 mg TAB
5,13711,597,FLUCONAZOLE (DIFLUCAN) 200 mg TAB
5,13711,595,FLUCONAZOLE (DIFLUCAN) 100 mg TAB
5,13711,591,DOXAZOSIN MESYLATE (CARDURA) 4 mg TAB
5,13711,5756,thrombin topical (Thrombin-JMI) 5000 units Soln-Topical
5,13711,561,ESTROGENSCONJUGATED (PREMARIN) 0.625 mg TAB
5,13711,56,hydroxyurea (Hydrea) 500 mg Cap
5,13711,553,propranolol (Inderal) 10 mg Tab
5,13711,550,levoFLOXacin (Levaquin) 500 mg Tab
5,13711,536,ACETAMINOPHEN (TYLENOL EXTRA STRENGTH) 500 mg TAB
5,13711,507,cefotaxime (Claforan) 1000 mg Injectable
5,13711,496,morphine (MS Contin) 100 mg SR TAB
5,13711,4370,HYDROmorphone * OR ONLY * (DILAUDID) 2 mg (1 mL) VIAL
5,13711,4360,Propranolol 1mg/ml oral solution NEO (Inderal) 1 mg (1 mL) Syringe-Oral
5,13711,4358,WC MUPIROCIN CALCIUM CREAM (WC BACTROBAN) 5 g TUBE
5,13711,435,NIFEdipine (Procardia XL) 90 mg Tab-ER
5,13711,43,ESTRADIOL VALERATE (DELESTROGEN) 100 mg (5 mL) VIAL
5,13711,4298,ATAZANAVIR SULFATE (REYATAZ) 150 mg CAP
5,13711,4295,amphotericin B liposome (Ambisome) 50 mg VIAL
5,13711,4283,AMPICILLIN/STERILE WATER 100 mg/1 mL (5 mL) SYRINGE
5,13711,4281,aMILoride HCL (MIDAMOR) 5 mg TAB
5,13711,4275,ziprasidone (Geodon) 20 mg Cap
5,13711,4268,ubidecarenone (Coenzyme Q10) 60 mg Cap
5,13711,17772,cholecalciferol (Vitamin D3) 1000 units Tab
5,13711,17752,bupivacaine-epinephrine (Vivacaine) (1.8 mL) Injectable
5,13711,17679,enfortumab vedotin-ejfv (Padcev) 30 mg Injectable
5,13711,17766,cetirizine (ZyrTEC) 10 mg (1 tabs) Tab
5,13711,17765,doxycycline hyclate (Doxycycline) 100 mg (1 tabs) Tab
5,13711,NC00001,*Patient Specific Medication (*PATIENT SPECIFIC MEDS) Misc
5,13711,NCPATSPEC,*Patient Specific Medication (*PATIENT SPECIFIC MEDS) Misc
5,13711,17761,heparin (Heparin PED/NEO 100 units/mL syr) 5000 units (50 mL) Injectable
5,13711,17516,meningococcal conjugate vaccine (Menveo) (0.5 mL) Injectable
5,13711,17759,benzocaine oral Anesthetic 20% (hurricaine) Spray
5,13711,17665,fentaNYL (Sublimaze) 2500 mcg (50 mL) Injectable
5,13711,zz7231,niacin ER (Slo-Niacin) 500 mg Cap-ER
5,13711,VaginalLight,Vaginal Light (Vaginal Light) EACH
5,13711,SX144,Bupivacaine 0.25%/Epi-Ketorolac 30 mg and morphine pf 5 mg Surg mix (Marcaine 0.25%/Epi-Toradol 30 mg and Duramorph 5 mg) (1 mL) Surg-Inf
5,13711,SX135,"heparin 2,000 units in sodium chloride 0.9% (1 mL) Surg-Soln"
5,13711,SX130,simethicone 40 mg in sterile water (Mylicon 40 mg in Sterile Water) 40 mg (0.6 mL) Surg-Irr
