itemtransactionkey,skclientkey,itemtransactionrootkey,transactionsessionkey,itemtransactiontypekey,txtimekey,itemrootkey,itemkey,medkey,meditemrootkey,meditemkey,medfullname,device_naturalkey,dispensingdevicekey,storagespacerootkey,storagespacekey,storagespaceitemrootkey,storagespaceitemkey,storagespaceshortname,storagespaceabbreviatedname,transactionlocaldatetime,cancelflag,startstoragespaceinventoryquantity,endstoragespaceinventoryquantity,estransactiontypekey,legacytransactiontypekey,ismeddeviceexclude,ismedexclude,isdeviceexclude,transactionquantity,actualbegincount,hdp_shardid,medid,dispensingdevicename
-9223372033449353333,13535,1257558822,-1199020343,-2147445089,20200701,-2140168600,-2136406060,-2109696063,-2140168600,-2135852551,"bupivacaine-EPI 0.5%-1:200,000 (Sensorcaine with EPINEPHrine) 5 mg/1 mL (50 mL) MULTIDOSE VIAL",-2147440891,-2146014099,-2127103135,-2118103295,-2122538559,-2109146161,OR_TOWER Dr 2-Pkt 8,OR_TOWER 2-8,2020-07-01 09:19:47.0,False,11.0000,5.0000,13,13,False,False,False,6.000000000000000000,11.000000000000000000,15,7908298,MUROR
-9223372033320095614,13535,1386577511,-1164493405,-2147445089,20201229,-2140168638,-2136406098,-2109695146,-2140168638,-2135859341,budesonide (Pulmicort) 0.5 mg/2 mL NEBULE,-2147440892,-2145981112,-2127106565,-2118107689,-2122539631,-2109146986,ED_MAIN Drw 1-Pkt 12,ED_MAIN 1-12,2020-12-29 09:20:01.0,False,18.0000,8.0000,13,13,False,False,False,10.000000000000000000,18.000000000000000000,15,2936134,MURED
-9223372033449353417,13535,1257558758,-1199020359,-2147445089,20200701,-2140168638,-2136406098,-2109695146,-2140168638,-2135859341,budesonide (Pulmicort) 0.5 mg/2 mL NEBULE,-2147440892,-2146014663,-2127106565,-2118107689,-2122539631,-2109146986,ED_MAIN Drw 1-Pkt 12,ED_MAIN 1-12,2020-07-01 09:05:33.0,False,19.0000,14.0000,13,13,False,False,False,5.000000000000000000,19.000000000000000000,15,2936134,MURED
-9223372033282254069,13535,1424320505,-1154467288,-2147445089,20210225,-2140169253,-2136406714,-2109695358,-2140169253,-2135850036,dilTIAZem CD (Cardizem CD) 240 mg CAP CD,-2147440893,-2145971825,-2127105949,-2115029668,-2122538509,-2109146071,MED-SURG_MAIN Drw 4.1-Pkt B2,MED-SURG_MAIN 4.1-B2,2021-02-25 09:42:48.0,False,16.0000,0.0000,13,13,False,False,False,16.000000000000000000,16.000000000000000000,15,98910,MURMSU
-9223372033468535773,13535,1238419063,-1204159980,-2147445089,20200526,-2140169247,-2136406709,-2109693985,-2140169247,-2135850296,insulin NPH-insulin regular 70/30 (HumuLIN 70/30) 1 unit/0.01 mL (3 mL) MULTIDOSE VIAL,-2147440892,-2146014663,-2127105533,-2115030226,-2118303099,-2102884826,ED_AUX Drw 6.2-Pkt A6,ED_AUX 6.2-A6,2020-05-26 08:24:18.0,False,300.0000,0.0000,13,13,False,False,False,300.000000000000000000,300.000000000000000000,15,120735390,MURED
-9223372033315148665,13535,1391511422,-1163192100,-2147445089,20210107,-2140169247,-2136406709,-2109693985,-2140169247,-2135850296,insulin NPH-insulin regular 70/30 (HumuLIN 70/30) 1 unit/0.01 mL (3 mL) MULTIDOSE VIAL,-2147440892,-2145981112,-2127105533,-2115030226,-2118303099,-2102884826,ED_AUX Drw 6.2-Pkt A6,ED_AUX 6.2-A6,2021-01-07 11:07:35.0,False,300.0000,0.0000,13,13,False,False,False,300.000000000000000000,300.000000000000000000,15,120735390,MURED
-9223372033502031337,13535,1204989633,-1213172856,-2147445089,20200304,-2140169247,-2136406709,-2110724211,-2140169247,-2135850296,insulin NPH-insulin regular 70/30 (HumuLIN 70/30) 1 unit/0.01 mL (3 mL) MULTIDOSE VIAL,-2147440892,-2146018269,-2127105533,-2118106622,-2118303099,-2102884826,ED_AUX Drw 6.2-Pkt A6,ED_AUX 6.2-A6,2020-03-04 14:12:20.0,False,300.0000,0.0000,13,13,False,False,False,300.000000000000000000,300.000000000000000000,15,120735390,MURED
-9223372033370287895,13535,1336495400,-1177842065,-2147445089,20201013,-2140169247,-2136406709,-2109693985,-2140169247,-2135850296,insulin NPH-insulin regular 70/30 (HumuLIN 70/30) 1 unit/0.01 mL (3 mL) MULTIDOSE VIAL,-2147440892,-2146014663,-2127105533,-2115030226,-2118303099,-2102884826,ED_AUX Drw 6.2-Pkt A6,ED_AUX 6.2-A6,2020-10-13 08:48:26.0,False,300.0000,0.0000,13,13,False,False,False,300.000000000000000000,300.000000000000000000,15,120735390,MURED
-9223372033262073654,13535,1444445368,-1149117623,-2147445089,20210331,-2140169247,-2136406709,-2109693985,-2140169247,-2135850296,insulin NPH-insulin regular 70/30 (HumuLIN 70/30) 1 unit/0.01 mL (3 mL) MULTIDOSE VIAL,-2147440892,-2145970039,-2127105533,-2115030226,-2118303099,-2102884826,ED_AUX Drw 6.2-Pkt A6,ED_AUX 6.2-A6,2021-03-31 09:03:45.0,False,300.0000,0.0000,13,13,False,False,False,300.000000000000000000,300.000000000000000000,15,120735390,MURED
-9223372033244019735,13535,1462452575,-1144295448,-2147445089,20210429,-2140169247,-2136406709,-2109693985,-2140169247,-2135850296,insulin NPH-insulin regular 70/30 (HumuLIN 70/30) 1 unit/0.01 mL (3 mL) MULTIDOSE VIAL,-2147440892,-2145970039,-2127105533,-2115030226,-2118303099,-2102884826,ED_AUX Drw 6.2-Pkt A6,ED_AUX 6.2-A6,2021-04-29 09:32:34.0,False,300.0000,0.0000,13,13,False,False,False,300.000000000000000000,300.000000000000000000,15,120735390,MURED
-9223372033345809055,13535,1360928131,-1171304075,-2147445089,20201110,-2140169247,-2136406709,-2109693985,-2140169247,-2135850296,insulin NPH-insulin regular 70/30 (HumuLIN 70/30) 1 unit/0.01 mL (3 mL) MULTIDOSE VIAL,-2147440892,-2146014663,-2127105533,-2115030226,-2118303099,-2102884826,ED_AUX Drw 6.2-Pkt A6,ED_AUX 6.2-A6,2020-11-10 08:50:00.0,False,300.0000,0.0000,13,13,False,False,False,300.000000000000000000,300.000000000000000000,15,120735390,MURED
-9223372033225986487,13535,1480438457,-1139508807,-2147445089,20210528,-2140169247,-2136406709,-2109693985,-2140169247,-2135850296,insulin NPH-insulin regular 70/30 (HumuLIN 70/30) 1 unit/0.01 mL (3 mL) MULTIDOSE VIAL,-2147440893,-2145970038,-2127105155,-2118106079,-2122538801,-2103103229,MEDSURG_REMOTE MANAGER-Pkt 4,MEDSURG_REMOTE MANAGER-4,2021-05-28 09:24:13.0,False,300.0000,0.0000,13,13,False,False,False,300.000000000000000000,300.000000000000000000,15,120735390,MURMSU
-9223372033480812979,13535,1226166832,-1207450872,-2147445089,20200427,-2140169247,-2136406709,-2110724211,-2140169247,-2135850296,insulin NPH-insulin regular 70/30 (HumuLIN 70/30) 1 unit/0.01 mL (3 mL) MULTIDOSE VIAL,-2147440892,-2146016471,-2127105533,-2118106622,-2118303099,-2102884826,ED_AUX Drw 6.2-Pkt A6,ED_AUX 6.2-A6,2020-04-27 10:11:57.0,False,300.0000,0.0000,13,13,False,False,False,300.000000000000000000,300.000000000000000000,15,120735390,MURED
-9223372033502031321,13535,1204989666,-1213172915,-2147445089,20200304,-2140169247,-2136406709,-2110724211,-2140169247,-2135850296,insulin NPH-insulin regular 70/30 (HumuLIN 70/30) 1 unit/0.01 mL (3 mL) MULTIDOSE VIAL,-2147440893,-2146020635,-2127105155,-2118106079,-2122538801,-2103103229,MEDSURG_REMOTE MANAGER-Pkt 4,MEDSURG_REMOTE MANAGER-4,2020-03-04 14:16:39.0,False,300.0000,0.0000,13,13,False,False,False,300.000000000000000000,300.000000000000000000,15,120735390,MURMSU
-9223372033437465183,13535,1269423457,-1195861973,-2147445089,20200723,-2140169247,-2136406709,-2109693985,-2140169247,-2135850296,insulin NPH-insulin regular 70/30 (HumuLIN 70/30) 1 unit/0.01 mL (3 mL) MULTIDOSE VIAL,-2147440892,-2146014663,-2127105533,-2115030226,-2118303099,-2102884826,ED_AUX Drw 6.2-Pkt A6,ED_AUX 6.2-A6,2020-07-23 14:18:02.0,False,300.0000,0.0000,13,13,False,False,False,300.000000000000000000,300.000000000000000000,15,120735390,MURED
-9223372033490116703,13535,1216882333,-1209968709,-2147445089,20200331,-2140169247,-2136406709,-2110724211,-2140169247,-2135850296,insulin NPH-insulin regular 70/30 (HumuLIN 70/30) 1 unit/0.01 mL (3 mL) MULTIDOSE VIAL,-2147440893,-2146017728,-2127105155,-2118106079,-2122538801,-2103103229,MEDSURG_REMOTE MANAGER-Pkt 4,MEDSURG_REMOTE MANAGER-4,2020-03-31 08:36:46.0,False,300.0000,0.0000,13,13,False,False,False,300.000000000000000000,300.000000000000000000,15,120735390,MURMSU
-9223372033298255821,13535,1408363713,-1158729685,-2147445089,20210203,-2140169247,-2136406709,-2109693985,-2140169247,-2135850296,insulin NPH-insulin regular 70/30 (HumuLIN 70/30) 1 unit/0.01 mL (3 mL) MULTIDOSE VIAL,-2147440892,-2145975228,-2127105533,-2115030226,-2118303099,-2102884826,ED_AUX Drw 6.2-Pkt A6,ED_AUX 6.2-A6,2021-02-03 09:09:38.0,False,300.0000,0.0000,13,13,False,False,False,300.000000000000000000,300.000000000000000000,15,120735390,MURED
-9223372033468535764,13535,1238419075,-1204160188,-2147445089,20200526,-2140169247,-2136406709,-2109693985,-2140169247,-2135850296,insulin NPH-insulin regular 70/30 (HumuLIN 70/30) 1 unit/0.01 mL (3 mL) MULTIDOSE VIAL,-2147440893,-2146016094,-2127105155,-2118106079,-2122538801,-2103103229,MEDSURG_REMOTE MANAGER-Pkt 4,MEDSURG_REMOTE MANAGER-4,2020-05-26 08:43:46.0,False,300.0000,0.0000,13,13,False,False,False,300.000000000000000000,300.000000000000000000,15,120735390,MURMSU
-9223372033278727871,13535,1427836894,-1153535789,-2147445089,20210303,-2140169247,-2136406709,-2109693985,-2140169247,-2135850296,insulin NPH-insulin regular 70/30 (HumuLIN 70/30) 1 unit/0.01 mL (3 mL) MULTIDOSE VIAL,-2147440892,-2145971824,-2127105533,-2115030226,-2118303099,-2102884826,ED_AUX Drw 6.2-Pkt A6,ED_AUX 6.2-A6,2021-03-03 08:58:40.0,False,300.0000,0.0000,13,13,False,False,False,300.000000000000000000,300.000000000000000000,15,120735390,MURED
-9223372033490116639,13535,1216882402,-1209968659,-2147445089,20200331,-2140169247,-2136406709,-2110724211,-2140169247,-2135850296,insulin NPH-insulin regular 70/30 (HumuLIN 70/30) 1 unit/0.01 mL (3 mL) MULTIDOSE VIAL,-2147440892,-2146017727,-2127105533,-2118106622,-2118303099,-2102884826,ED_AUX Drw 6.2-Pkt A6,ED_AUX 6.2-A6,2020-03-31 09:02:19.0,False,300.0000,0.0000,13,13,False,False,False,300.000000000000000000,300.000000000000000000,15,120735390,MURED
-9223372033454429077,13535,1252494546,-1200400585,-2147445089,20200624,-2140169247,-2136406709,-2109693985,-2140169247,-2135850296,insulin NPH-insulin regular 70/30 (HumuLIN 70/30) 1 unit/0.01 mL (3 mL) MULTIDOSE VIAL,-2147440892,-2146014663,-2127105533,-2115030226,-2118303099,-2102884826,ED_AUX Drw 6.2-Pkt A6,ED_AUX 6.2-A6,2020-06-24 09:02:53.0,False,300.0000,0.0000,13,13,False,False,False,300.000000000000000000,300.000000000000000000,15,120735390,MURED
-9223372033423621848,13535,1283235582,-1192176269,-2147445089,20200819,-2140169247,-2136406709,-2109693985,-2140169247,-2135850296,insulin NPH-insulin regular 70/30 (HumuLIN 70/30) 1 unit/0.01 mL (3 mL) MULTIDOSE VIAL,-2147440892,-2146014663,-2127105533,-2115030226,-2118303099,-2102884826,ED_AUX Drw 6.2-Pkt A6,ED_AUX 6.2-A6,2020-08-19 08:47:49.0,False,300.0000,0.0000,13,13,False,False,False,300.000000000000000000,300.000000000000000000,15,120735390,MURED
-9223372033227364532,13535,1479063934,-1139873305,-2147445089,20210526,-2140169247,-2136406709,-2109693985,-2140169247,-2135850296,insulin NPH-insulin regular 70/30 (HumuLIN 70/30) 1 unit/0.01 mL (3 mL) MULTIDOSE VIAL,-2147440892,-2145962470,-2127105533,-2115030226,-2118303099,-2102884826,ED_AUX Drw 6.2-Pkt A6,ED_AUX 6.2-A6,2021-05-26 10:36:30.0,False,300.0000,0.0000,13,13,False,False,False,300.000000000000000000,300.000000000000000000,15,120735390,MURED
-9223372033370287937,13535,1336495370,-1177842091,-2147445089,20201013,-2140169247,-2136406709,-2109693985,-2140169247,-2135850296,insulin NPH-insulin regular 70/30 (HumuLIN 70/30) 1 unit/0.01 mL (3 mL) MULTIDOSE VIAL,-2147440893,-2146006755,-2127105155,-2118106079,-2122538801,-2103103229,MEDSURG_REMOTE MANAGER-Pkt 4,MEDSURG_REMOTE MANAGER-4,2020-10-13 08:28:00.0,False,300.0000,0.0000,13,13,False,False,False,300.000000000000000000,300.000000000000000000,15,120735390,MURMSU
-9223372033331569923,13535,1375132223,-1167518026,-2147445089,20201208,-2140169247,-2136406709,-2109693985,-2140169247,-2135850296,insulin NPH-insulin regular 70/30 (HumuLIN 70/30) 1 unit/0.01 mL (3 mL) MULTIDOSE VIAL,-2147440892,-2146014663,-2127105533,-2115030226,-2118303099,-2102884826,ED_AUX Drw 6.2-Pkt A6,ED_AUX 6.2-A6,2020-12-08 09:15:22.0,False,300.0000,0.0000,13,13,False,False,False,300.000000000000000000,300.000000000000000000,15,120735390,MURED
-9223372033405258127,13535,1301563126,-1187222123,-2147445089,20200916,-2140169247,-2136406709,-2109693985,-2140169247,-2135850296,insulin NPH-insulin regular 70/30 (HumuLIN 70/30) 1 unit/0.01 mL (3 mL) MULTIDOSE VIAL,-2147440892,-2146014663,-2127105533,-2115030226,-2118303099,-2102884826,ED_AUX Drw 6.2-Pkt A6,ED_AUX 6.2-A6,2020-09-16 08:33:35.0,False,300.0000,0.0000,13,13,False,False,False,300.000000000000000000,300.000000000000000000,15,120735390,MURED
-9223372033434355338,13535,1272526398,-1195041381,-2147445089,20200729,-2140169246,-2136406708,-2109694524,-2140169246,-2135851213,lactobacillus acidophilus (Lactinex) 1 g PACKET,-2147440893,-2146016094,-2125647803,-2115888756,-2116377138,-2100076802,MEDSURG_TOWER_1 Dr 1-Pkt 33,MEDSURG_TOWER_1 1-33,2020-07-29 09:36:56.0,False,12.0000,0.0000,13,13,False,False,False,12.000000000000000000,12.000000000000000000,15,4556335,MURMSU
-9223372033318908212,13535,1387761887,-1164182760,-2147445089,20201231,-2140169243,-2136406705,-2109696684,-2140169243,-2135850628,nitroglycerin (Nitro-Dur) 0.2 MG/HR PATCH,-2147440893,-2145981111,-2125647733,-2115888664,-2116750129,-2100623182,MEDSURG_TOWER_2 Dr 2-Pkt 35,MEDSURG_TOWER_2 2-35,2020-12-31 09:56:51.0,False,15.0000,0.0000,13,13,False,False,False,15.000000000000000000,15.000000000000000000,15,21083,MURMSU
-9223372033282949272,13535,1423627043,-1154651636,-2147445089,20210224,-2140169270,-2136406731,-2109694870,-2140169270,-2135850310,acetaminophen (Ofirmev) 1000 mg/100 mL BOTTLE,-2147440891,-2146014099,-2127103068,-2118103325,-2117726828,-2102081017,OR_TOWER Dr 1-Pkt 29,OR_TOWER 1-29,2021-02-24 10:30:28.0,False,3.0000,2.0000,13,13,False,False,False,1.000000000000000000,3.000000000000000000,15,88957663,MUROR
-9223372033244019864,13535,1462452443,-1144295514,-2147445089,20210429,-2140169270,-2136406731,-2109694870,-2140169270,-2135850310,acetaminophen (Ofirmev) 1000 mg/100 mL BOTTLE,-2147440891,-2146014099,-2127103068,-2118103325,-2117726828,-2102081017,OR_TOWER Dr 1-Pkt 29,OR_TOWER 1-29,2021-04-29 09:05:56.0,False,2.0000,0.0000,13,13,False,False,False,2.000000000000000000,2.000000000000000000,15,88957663,MUROR
-9223372033405233523,13535,1301587693,-1187215888,-2147445104,20200918,-2140169269,-2136406730,-2109694945,-2140169269,-2135860164,albuterol 90 mcg UD (Ventolin) (200 puff) INHALER,-2147440892,-2146014663,-2127103673,-2118103778,-2116549707,-2100330517,ED_TOWER 2 Dr 3-Pkt 30,ED_TOWER 2 3-30,2020-09-18 08:49:04.0,False,13.0000,10.0000,502,502,False,False,False,3.000000000000000000,13.000000000000000000,15,8254465,MURED
-9223372033298900828,13535,1407720355,-1158898923,-2147445104,20210202,-2140169269,-2136406730,-2109084524,-2140169269,-2135860164,albuterol 90 mcg UD (Ventolin) (200 puff) INHALER,-2147437246,-2145981413,-2125248952,-2114996556,-2115683543,-2099024891,PACU Drw 1-Pkt 23,PACU 1-23,2021-02-02 08:12:50.0,False,10.0000,6.0000,502,502,False,False,False,4.000000000000000000,10.000000000000000000,15,8254465,MURPACU
-9223372033405233553,13535,1301587663,-1187215898,-2147445104,20200918,-2140169269,-2136406730,-2109694945,-2140169269,-2135860164,albuterol 90 mcg UD (Ventolin) (200 puff) INHALER,-2147440893,-2146006755,-2127104955,-2118105388,-2116562719,-2100244705,MEDSURG_TOWER_2 Dr 3-Pkt 1,MEDSURG_TOWER_2 3-1,2020-09-18 08:28:26.0,False,10.0000,8.0000,502,502,False,False,False,2.000000000000000000,10.000000000000000000,15,8254465,MURMSU
-9223372033355081187,13535,1351679578,-1173779175,-2147445104,20201027,-2140169269,-2136406730,-2109694945,-2140169269,-2135860164,albuterol 90 mcg UD (Ventolin) (200 puff) INHALER,-2147440892,-2146014663,-2127103673,-2118103778,-2116549707,-2100330517,ED_TOWER 2 Dr 3-Pkt 30,ED_TOWER 2 3-30,2020-10-27 10:04:55.0,False,12.0000,0.0000,502,502,False,False,False,12.000000000000000000,12.000000000000000000,15,8254465,MURED
-9223372033383197674,13535,1323598014,-1181296581,-2147445104,20201006,-2140169269,-2136406730,-2109694945,-2140169269,-2135860164,albuterol 90 mcg UD (Ventolin) (200 puff) INHALER,-2147440892,-2146014663,-2127103673,-2118103778,-2116549707,-2100330517,ED_TOWER 2 Dr 3-Pkt 30,ED_TOWER 2 3-30,2020-10-06 11:48:16.0,False,12.0000,11.0000,502,502,False,False,False,1.000000000000000000,12.000000000000000000,15,8254465,MURED
-9223372033465667581,13535,1241280921,-1203396482,-2147445104,20200601,-2140169269,-2136406730,-2109694945,-2140169269,-2135860164,albuterol 90 mcg UD (Ventolin) (200 puff) INHALER,-2147440892,-2146014663,-2127103673,-2118103778,-2116549707,-2100330517,ED_TOWER 2 Dr 3-Pkt 30,ED_TOWER 2 3-30,2020-06-01 07:32:17.0,False,10.0000,2.0000,502,502,False,False,False,8.000000000000000000,10.000000000000000000,15,8254465,MURED
-9223372033463578339,13535,1243365876,-1202838781,-2147445104,20200605,-2140169269,-2136406730,-2109694945,-2140169269,-2135860164,albuterol 90 mcg UD (Ventolin) (200 puff) INHALER,-2147440891,-2146016093,-2127103046,-2118103235,-2116562718,-2100102699,PACU_TOWER Dr 3-Pkt 17,PACU_TOWER 3-17,2020-06-05 14:00:14.0,False,10.0000,4.0000,502,502,False,False,False,6.000000000000000000,10.000000000000000000,15,8254465,MUROR
-9223372033316865383,13535,1389798983,-1163645105,-2147445104,20210104,-2140169269,-2136406730,-2109084524,-2140169269,-2135860164,albuterol 90 mcg UD (Ventolin) (200 puff) INHALER,-2147440891,-2146014099,-2127105363,-2118106260,-2115683542,-2099024889,OR_MAIN Drw 1-Pkt 1,OR_MAIN 1-1,2021-01-04 09:03:36.0,False,4.0000,0.0000,502,502,False,False,False,4.000000000000000000,4.000000000000000000,15,8254465,MUROR
-9223372033479151679,13535,1227824782,-1207001096,-2147445104,20200501,-2140169269,-2136406730,-2109694945,-2140169269,-2135860164,albuterol 90 mcg UD (Ventolin) (200 puff) INHALER,-2147440893,-2146016094,-2127104955,-2118105388,-2116562719,-2100244705,MEDSURG_TOWER_2 Dr 3-Pkt 1,MEDSURG_TOWER_2 3-1,2020-05-01 13:18:09.0,False,13.0000,8.0000,502,502,False,False,False,5.000000000000000000,13.000000000000000000,15,8254465,MURMSU
-9223372033278727925,13535,1427836888,-1153535861,-2147445089,20210303,-2140169260,-2136406721,-2109695923,-2140169260,-2135859905,amoxicillin (Amoxil) 500 mg CAP,-2147440893,-2145971825,-2127105583,-2115029396,-2122538982,-2109147243,MED-SURG_AUX Drw 5.1-Pkt D3,MED-SURG_AUX 5.1-D3,2021-03-03 08:38:46.0,False,12.0000,8.0000,13,13,False,False,False,4.000000000000000000,12.000000000000000000,15,98783,MURMSU
-9223372033502031610,13535,1204989365,-1213172824,-2147445089,20200304,-2140169260,-2136406721,-2113998018,-2140169260,-2135859905,amoxicillin (Amoxil) 500 mg CAP,-2147440893,-2146020635,-2127105583,-2118106690,-2122538982,-2109147243,MED-SURG_AUX Drw 5.1-Pkt D3,MED-SURG_AUX 5.1-D3,2020-03-04 08:25:04.0,False,16.0000,9.0000,13,13,False,False,False,7.000000000000000000,16.000000000000000000,15,98783,MURMSU
-9223372033470691893,13535,1236268125,-1204738566,-2147445089,20200521,-2140169260,-2136406721,-2109695923,-2140169260,-2135859905,amoxicillin (Amoxil) 500 mg CAP,-2147440893,-2146016094,-2127105583,-2115029396,-2122538982,-2109147243,MED-SURG_AUX Drw 5.1-Pkt D3,MED-SURG_AUX 5.1-D3,2020-05-21 08:25:25.0,False,19.0000,10.0000,13,13,False,False,False,9.000000000000000000,19.000000000000000000,15,98783,MURMSU
-9223372033244019510,13535,1462452807,-1144295360,-2147445089,20210429,-2140169260,-2136406721,-2109695923,-2140169260,-2135859905,amoxicillin (Amoxil) 500 mg CAP,-2147440893,-2145970038,-2127105583,-2115029396,-2122538982,-2109147243,MED-SURG_AUX Drw 5.1-Pkt D3,MED-SURG_AUX 5.1-D3,2021-04-29 11:37:38.0,False,24.0000,16.0000,13,13,False,False,False,8.000000000000000000,24.000000000000000000,15,98783,MURMSU
-9223372033353769559,13535,1352991846,-1173432541,-2147445089,20201029,-2140169259,-2136406720,-2109696727,-2140169259,-2135859890,amoxicillin-clavulanate (Augmentin) 500 mg TAB,-2147440893,-2146006755,-2127105419,-2115029678,-2122539070,-2109146995,MED-SURG_AUX Drw 2.2-Pkt D3,MED-SURG_AUX 2.2-D3,2020-10-29 10:23:55.0,False,19.0000,0.0000,13,13,False,False,False,19.000000000000000000,19.000000000000000000,15,98472,MURMSU
-9223372033467525709,13535,1239426916,-1203892252,-2147445089,20200528,-2140169259,-2136406720,-2109696727,-2140169259,-2135859890,amoxicillin-clavulanate (Augmentin) 500 mg TAB,-2147440893,-2146016094,-2127105419,-2115029678,-2122539070,-2109146995,MED-SURG_AUX Drw 2.2-Pkt D3,MED-SURG_AUX 2.2-D3,2020-05-28 09:57:16.0,False,20.0000,10.0000,13,13,False,False,False,10.000000000000000000,20.000000000000000000,15,98472,MURMSU
-9223372033355081288,13535,1351679481,-1173779224,-2147445089,20201027,-2140169063,-2136406523,-2109696561,-2140169063,-2135860079,amantadine (Symmetrel) 100 mg CAP,-2147440892,-2146014663,-2127106418,-2115030099,-2117925401,-2102359136,ED_MAIN Drw 2.1-Pkt C1,ED_MAIN 2.1-C1,2020-10-27 09:16:54.0,False,10.0000,0.0000,13,13,False,False,False,10.000000000000000000,10.000000000000000000,15,2958355,MURED
-9223372033244019668,13535,1462452660,-1144295432,-2147445089,20210429,-2140169092,-2136406552,-2109695962,-2140169092,-2135860126,allopurinol (Zyloprim) 100 mg TAB,-2147440893,-2145970038,-2127105413,-2115029706,-2122539119,-2097850216,MED-SURG_AUX Drw 2.1-Pkt A3,MED-SURG_AUX 2.1-A3,2021-04-29 10:56:27.0,False,17.0000,0.0000,13,13,False,False,False,17.000000000000000000,17.000000000000000000,15,9244845,MURMSU
-9223372033482682715,13535,1224301139,-1207955456,-2147445089,20200421,-2140169092,-2136406552,-2113999119,-2140169092,-2135860126,allopurinol (Zyloprim) 100 mg TAB,-2147440893,-2146017728,-2127105413,-2118106400,-2122539119,-2109147238,MED-SURG_AUX Drw 2.1-Pkt A3,MED-SURG_AUX 2.1-A3,2020-04-21 09:31:16.0,False,13.0000,8.0000,13,13,False,False,False,5.000000000000000000,13.000000000000000000,15,9244845,MURMSU
-9223372033476690454,13535,1230280853,-1206342413,-2147445089,20200505,-2140169091,-2136406551,-2109695260,-2140169091,-2135860124,allopurinol (Zyloprim) 300 mg TAB,-2147440893,-2146016094,-2127105946,-2118107032,-2122539231,-2109147236,MED-SURG_MAIN Drw 4.2-Pkt B2,MED-SURG_MAIN 4.2-B2,2020-05-05 09:25:01.0,False,11.0000,0.0000,13,13,False,False,False,11.000000000000000000,11.000000000000000000,15,98490,MURMSU
-9223372033277420277,13535,1429141131,-1153186213,-2147445089,20210305,-2140169083,-2136406543,-2109695863,-2140169083,-2135860109,ALPRAZolam (Xanax) 0.5 mg TAB,-2147440892,-2145971824,-2127106124,-2115029810,-2122539386,-2109146403,ED_AUX Drw 3.2-Pkt D1,ED_AUX 3.2-D1,2021-03-05 09:12:57.0,False,17.0000,5.0000,13,13,False,False,False,12.000000000000000000,17.000000000000000000,15,98531,MURED
-9223372033282949356,13535,1423626977,-1154651672,-2147445089,20210224,-2140169083,-2136406543,-2109695863,-2140169083,-2135860109,ALPRAZolam (Xanax) 0.5 mg TAB,-2147440892,-2145971824,-2127106131,-2115029809,-2122539385,-2109146402,ED_AUX Drw 3.2-Pkt D3,ED_AUX 3.2-D3,2021-02-24 10:00:22.0,False,21.0000,6.0000,13,13,False,False,False,15.000000000000000000,21.000000000000000000,15,98531,MURED
-9223372033355081294,13535,1351679479,-1173779226,-2147445089,20201027,-2140169083,-2136406543,-2109695863,-2140169083,-2135860109,ALPRAZolam (Xanax) 0.5 mg TAB,-2147440892,-2146014663,-2127106124,-2115029810,-2122539386,-2109146403,ED_AUX Drw 3.2-Pkt D1,ED_AUX 3.2-D1,2020-10-27 09:15:07.0,False,23.0000,17.0000,13,13,False,False,False,6.000000000000000000,23.000000000000000000,15,98531,MURED
-9223372033355081292,13535,1351679468,-1173779226,-2147445089,20201027,-2140169083,-2136406543,-2109695863,-2140169083,-2135860109,ALPRAZolam (Xanax) 0.5 mg TAB,-2147440892,-2146014663,-2127106131,-2115029809,-2122539385,-2109146402,ED_AUX Drw 3.2-Pkt D3,ED_AUX 3.2-D3,2020-10-27 09:15:38.0,False,27.0000,17.0000,13,13,False,False,False,10.000000000000000000,27.000000000000000000,15,98531,MURED
-9223372033244019916,13535,1462452428,-1144295531,-2147445089,20210429,-2140169083,-2136406543,-2109695863,-2140169083,-2135860109,ALPRAZolam (Xanax) 0.5 mg TAB,-2147440892,-2145970039,-2127106124,-2115029810,-2122539386,-2097855902,ED_AUX Drw 3.2-Pkt D1,ED_AUX 3.2-D1,2021-04-29 08:51:03.0,False,25.0000,22.0000,13,13,False,False,False,3.000000000000000000,25.000000000000000000,15,98531,MURED
-9223372033353769563,13535,1352991858,-1173432544,-2147445089,20201029,-2140169069,-2136406529,-2109695177,-2140169069,-2135851525,aluminum/magnesium hydroxide-simethicone suspension (Mi-Acid) (30 mL) CUP/ORAL SYRINGE,-2147440893,-2146006755,-2125647719,-2115888673,-2116780099,-2100674828,MEDSURG_TOWER_2 Dr 1-Pkt 36,MEDSURG_TOWER_2 1-36,2020-10-29 10:22:39.0,False,16.0000,0.0000,13,13,False,False,False,16.000000000000000000,16.000000000000000000,15,144825663,MURMSU
-9223372033355081148,13535,1351679624,-1173779144,-2147445089,20201027,-2140169069,-2136406529,-2109695177,-2140169069,-2135851525,aluminum/magnesium hydroxide-simethicone suspension (Mi-Acid) (30 mL) CUP/ORAL SYRINGE,-2147440891,-2146014099,-2127103087,-2118103340,-2122538574,-2109146176,OR_TOWER Dr 1-Pkt 14,OR_TOWER 1-14,2020-10-27 10:19:54.0,False,15.0000,0.0000,13,13,False,False,False,15.000000000000000000,15.000000000000000000,15,144825663,MUROR
